-0.001,-4.99999279142054E-08
-0.00098,-4.60399281462624E-08
-0.00096,-4.2159928846683E-08
-0.00094,-3.83599300191652E-08
-0.00092,-3.46399316639483E-08
-0.0009,-3.09999337780511E-08
-0.00088,-2.74399363554581E-08
-0.00086,-2.39599393873327E-08
-0.00084,-2.05599428622131E-08
-0.00082,-1.72399467662078E-08
-0.0008,-1.39999510831608E-08
-0.00078,-1.08399557948719E-08
-0.00076,-7.75996088125553E-09
-0.00074,-4.75996632050556E-09
-0.000719,-1.83997208929396E-09
-0.000700,1.0000218370875E-09
-0.00068,3.76001548455791E-09
-0.00066,6.44000888008247E-09
-0.000640,9.04000205153101E-09
-0.00062,1.15599950275257E-08
-0.000600,1.39999878372948E-08
-0.00058,1.63599805105315E-08
-0.00056,1.86399730772646E-08
-0.00054,2.08399655677235E-08
-0.000520,2.29599580122214E-08
-0.0005,2.49999504410142E-08
-0.00048,2.69599428841992E-08
-0.00046,2.88399353716014E-08
-0.00044,3.06399279326591E-08
-0.00042,3.23599205963179E-08
-0.000400,3.39999133909386E-08
-0.00038,3.55599063441999E-08
-0.00036,3.70398994830017E-08
-0.00034,3.84398928333906E-08
-0.00032,3.97598864204587E-08
-0.0003,4.09998802682957E-08
-0.000280,4.21598743998736E-08
-0.00026,4.32398688370265E-08
-0.00024,4.42398636003499E-08
-0.000219,4.51598587091553E-08
-0.0002,4.59998541814142E-08
-0.00018,4.67598500337024E-08
-0.00016,4.74398462811642E-08
-0.00014,4.80398429374562E-08
-0.00012,4.85598400147181E-08
-9.999999,4.89998375235429E-08
-7.999999,4.93598354729412E-08
-6.000000,4.96398338703056E-08
-4E-05,4.98398327214293E-08
-2.000000,4.99598320304422E-08
0,4.99998317998375E-08
2.0000000,4.99598320304422E-08
4.0000000,4.98398327214293E-08
6.0000000,4.96398338703056E-08
7.9999999,4.93598354729412E-08
0.0001,4.89998375235429E-08
0.0001200,4.85598400147181E-08
0.0001399,4.80398429374562E-08
0.00016,4.74398462811642E-08
0.00018,4.67598500337024E-08
0.0001999,4.59998541814142E-08
0.0002199,4.51598587091553E-08
0.00024,4.42398636003499E-08
0.00026,4.32398688370265E-08
0.0002800,4.21598743998736E-08
0.0003000,4.09998802682957E-08
0.00032,3.97598864204587E-08
0.00034,3.84398928333906E-08
0.0003600,3.70398994830017E-08
0.0003799,3.55599063441999E-08
0.0004,3.39999133909386E-08
0.00042,3.23599205963179E-08
0.0004399,3.06399279326591E-08
0.0004599,2.88399353716029E-08
0.00048,2.69599428841992E-08
0.0005,2.49999504410142E-08
0.0005200,2.29599580122214E-08
0.0005400,2.08399655677235E-08
0.0005600,1.86399730772646E-08
0.00058,1.63599805105315E-08
0.0006000,1.39999878372948E-08
0.0006200,1.15599950275257E-08
0.0006399,9.04000205153101E-09
0.00066,6.44000888008247E-09
0.00068,3.76001548455791E-09
0.0006999,1.0000218370875E-09
0.0007199,-1.83997208929396E-09
0.00074,-4.75996632050556E-09
0.00076,-7.75996088125553E-09
0.0007800,-1.08399557948719E-08
0.0008000,-1.39999510831608E-08
0.00082,-1.72399467662078E-08
0.00084,-2.05599428622131E-08
0.0008600,-2.39599393873327E-08
0.0008799,-2.74399363554581E-08
0.0009,-3.09999337780511E-08
0.00092,-3.46399316639483E-08
0.0009399,-3.83599300191636E-08
0.0009599,-4.2159928846683E-08
0.00098,-4.60399281462624E-08
0.001,-4.99999279142054E-08